,hypothesis,premis,label,category
4856,The psychiatrist went to hong kong more than a millisecond ago., The psychiatrist went to hong kong more than a day ago,False,htemporal
4857,The stenographer went to missouri more than a millisecond ago., The stenographer went to missouri more than a hour ago,False,htemporal
4858,The supply teacher went to kentucky more than a millisecond ago., The supply teacher went to kentucky more than a hour ago,False,htemporal
4859,The florist went to maryland more than a microsecond ago., The florist went to maryland more than a year ago,False,htemporal
4860,The hospital worker went to alaska more than a microsecond ago., The hospital worker went to alaska more than a year ago,False,htemporal
4861,The school crossing went to iowa more than a microsecond ago., The school crossing went to iowa more than a year ago,False,htemporal
4862,The valve technician went to purdue university more than a microsecond ago., The valve technician went to purdue university more than a week ago,False,htemporal
4863,The pig man went to florida more than a microsecond ago., The pig man went to florida more than a hour ago,False,htemporal
4864,The immigration officer went to michigan more than a microsecond ago., The immigration officer went to michigan more than a second ago,False,htemporal
4865,The brewery worker went to maine more than a microsecond ago., The brewery worker went to maine more than a year ago,False,htemporal
4866,The marine engineer went to arizona more than a microsecond ago., The marine engineer went to arizona more than a year ago,False,htemporal
4867,The roofer went to colorado more than a microsecond ago., The roofer went to colorado more than a year ago,False,htemporal
4868,The paediatrician went to idaho more than a microsecond ago., The paediatrician went to idaho more than a day ago,False,htemporal
4869,The wine merchant went to san francisco more than a microsecond ago., The wine merchant went to san francisco more than a hour ago,False,htemporal
4870,The building control went to hong kong more than a microsecond ago., The building control went to hong kong more than a second ago,False,htemporal
4871,The press officer went to florida more than a millisecond ago., The press officer went to florida more than a year ago,False,htemporal
4872,The forwarding agent went to arkansas more than a millisecond ago., The forwarding agent went to arkansas more than a day ago,False,htemporal
4873,The rent offcer went to new york more than a millisecond ago., The rent offcer went to new york more than a day ago,False,htemporal
4874,The hospital doctor went to london more than a millisecond ago., The hospital doctor went to london more than a hour ago,False,htemporal
4875,The psychologist went to hawaii more than a millisecond ago., The psychologist went to hawaii more than a hour ago,False,htemporal
4876,The nurse went to florida more than a microsecond ago., The nurse went to florida more than a year ago,False,htemporal
4877,The radio controller went to new york more than a microsecond ago., The radio controller went to new york more than a week ago,False,htemporal
4878,The sub-postmistress went to connecticut more than a microsecond ago., The sub-postmistress went to connecticut more than a week ago,False,htemporal
4879,The bus company went to california more than a microsecond ago., The bus company went to california more than a millisecond ago,False,htemporal
4880,The progress clerk went to hawaii more than a microsecond ago., The progress clerk went to hawaii more than a millisecond ago,False,htemporal
4881,The garda went to idaho more than a microsecond ago., The garda went to idaho more than a year ago,False,htemporal
4882,The night watchman went to idaho more than a microsecond ago., The night watchman went to idaho more than a year ago,False,htemporal
4883,The jazz composer went to nebraska more than a minute ago., The jazz composer went to nebraska more than a year ago,False,htemporal
4884,The gambler went to indiana more than a minute ago., The gambler went to indiana more than a week ago,False,htemporal
4885,The pipe insulator went to delaware more than a minute ago., The pipe insulator went to delaware more than a week ago,False,htemporal
4886,The palaeobotanist went to montana more than a second ago., The palaeobotanist went to montana more than a week ago,False,htemporal
4887,The town planner went to purdue university more than a second ago., The town planner went to purdue university more than a minute ago,False,htemporal
4888,The housing assistant went to massachusetts more than a millisecond ago., The housing assistant went to massachusetts more than a year ago,False,htemporal
4889,The museum assistant went to delaware more than a millisecond ago., The museum assistant went to delaware more than a year ago,False,htemporal
4890,The tiler went to maryland more than a millisecond ago., The tiler went to maryland more than a year ago,False,htemporal
4891,The administration manager went to illinois more than a millisecond ago., The administration manager went to illinois more than a week ago,False,htemporal
4892,The book binder went to hawaii more than a millisecond ago., The book binder went to hawaii more than a week ago,False,htemporal
4893,The shunter went to paris more than a millisecond ago., The shunter went to paris more than a week ago,False,htemporal
4894,The physiotherapist went to missouri more than a millisecond ago., The physiotherapist went to missouri more than a minute ago,False,htemporal
4895,The shooting instructor went to idaho more than a millisecond ago., The shooting instructor went to idaho more than a second ago,False,htemporal
4896,The loss adjustor went to hawaii more than a microsecond ago., The loss adjustor went to hawaii more than a year ago,False,htemporal
4897,The marine geologist went to chicago more than a microsecond ago., The marine geologist went to chicago more than a second ago,False,htemporal
4898,The rug maker went to indiana more than a microsecond ago., The rug maker went to indiana more than a year ago,False,htemporal
4899,The accounts assistant went to purdue university more than a microsecond ago., The accounts assistant went to purdue university more than a week ago,False,htemporal
4900,The homecare manager went to hong kong more than a microsecond ago., The homecare manager went to hong kong more than a week ago,False,htemporal
4901,The property manager went to montana more than a microsecond ago., The property manager went to montana more than a week ago,False,htemporal
4902,The golf club professional went to alabama more than a microsecond ago., The golf club professional went to alabama more than a day ago,False,htemporal
4903,The shop keeper went to alaska more than a microsecond ago., The shop keeper went to alaska more than a day ago,False,htemporal
4904,The acoustic engineer went to illinois more than a microsecond ago., The acoustic engineer went to illinois more than a minute ago,False,htemporal
4905,The ambulance crew went to alaska more than a microsecond ago., The ambulance crew went to alaska more than a second ago,False,htemporal
4906,The park keeper went to london more than a microsecond ago., The park keeper went to london more than a second ago,False,htemporal
4907,The psychiatrist went to kansas more than a microsecond ago., The psychiatrist went to kansas more than a second ago,False,htemporal
4908,The advertising clerk went to alabama more than a millisecond ago., The advertising clerk went to alabama more than a day ago,False,htemporal
4909,The pool attendant went to minnesota more than a microsecond ago., The pool attendant went to minnesota more than a day ago,False,htemporal
4910,The administration clerk went to minnesota more than a microsecond ago., The administration clerk went to minnesota more than a year ago,False,htemporal
4911,The advertising assistant went to massachusetts more than a microsecond ago., The advertising assistant went to massachusetts more than a year ago,False,htemporal
4912,The music teacher went to alabama more than a microsecond ago., The music teacher went to alabama more than a year ago,False,htemporal
4913,The optometrist went to chicago more than a microsecond ago., The optometrist went to chicago more than a minute ago,False,htemporal
4914,The artist went to florida more than a second ago., The artist went to florida more than a week ago,False,htemporal
4915,The loans manager went to california more than a second ago., The loans manager went to california more than a day ago,False,htemporal
4916,The shift controller went to san francisco more than a second ago., The shift controller went to san francisco more than a day ago,False,htemporal
4917,The sand blaster went to michigan more than a millisecond ago., The sand blaster went to michigan more than a week ago,False,htemporal
4918,The hawker went to nevada more than a millisecond ago., The hawker went to nevada more than a day ago,False,htemporal
4919,The sports administrator went to kansas more than a millisecond ago., The sports administrator went to kansas more than a second ago,False,htemporal
4920,The mortician went to mississippi more than a microsecond ago., The mortician went to mississippi more than a year ago,False,htemporal
4921,The leaflet distributor went to florida more than a microsecond ago., The leaflet distributor went to florida more than a day ago,False,htemporal
4922,The lathe operator went to mississippi more than a microsecond ago., The lathe operator went to mississippi more than a second ago,False,htemporal
4923,The prison chaplain went to san francisco more than a microsecond ago., The prison chaplain went to san francisco more than a second ago,False,htemporal
4924,The archaeologist went to mississippi more than a microsecond ago., The archaeologist went to mississippi more than a day ago,False,htemporal
4925,The hospital technician went to georgia more than a millisecond ago., The hospital technician went to georgia more than a year ago,False,htemporal
4926,The veterinary surgeon went to purdue university more than a millisecond ago., The veterinary surgeon went to purdue university more than a year ago,False,htemporal
4927,The entertainer went to massachusetts more than a millisecond ago., The entertainer went to massachusetts more than a day ago,False,htemporal
4928,The translator went to kansas more than a millisecond ago., The translator went to kansas more than a day ago,False,htemporal
4929,The hotel consultant went to illinois more than a microsecond ago., The hotel consultant went to illinois more than a week ago,False,htemporal
4930,The park attendant went to nevada more than a microsecond ago., The park attendant went to nevada more than a millisecond ago,False,htemporal
4931,The nursing manager went to paris more than a microsecond ago., The nursing manager went to paris more than a year ago,False,htemporal
4932,The sub-postmaster went to montana more than a microsecond ago., The sub-postmaster went to montana more than a week ago,False,htemporal
4933,The training manager went to alaska more than a microsecond ago., The training manager went to alaska more than a week ago,False,htemporal
4934,The statistician went to indiana more than a hour ago., The statistician went to indiana more than a year ago,False,htemporal
4935,The clergyman went to louisiana more than a hour ago., The clergyman went to louisiana more than a week ago,False,htemporal
4936,The recruitment consultant went to kentucky more than a minute ago., The recruitment consultant went to kentucky more than a week ago,False,htemporal
4937,The priest went to florida more than a second ago., The priest went to florida more than a week ago,False,htemporal
4938,The garden designer went to kentucky more than a second ago., The garden designer went to kentucky more than a hour ago,False,htemporal
4939,The land surveyor went to kentucky more than a millisecond ago., The land surveyor went to kentucky more than a hour ago,False,htemporal
4940,The ornamental went to london more than a millisecond ago., The ornamental went to london more than a second ago,False,htemporal
4941,The palaeobotanist went to purdue university more than a microsecond ago., The palaeobotanist went to purdue university more than a year ago,False,htemporal
4942,The gallery owner went to maine more than a microsecond ago., The gallery owner went to maine more than a hour ago,False,htemporal
4943,The housing officer went to delaware more than a microsecond ago., The housing officer went to delaware more than a minute ago,False,htemporal
4944,The leaflet distributor went to paris more than a microsecond ago., The leaflet distributor went to paris more than a minute ago,False,htemporal
4945,The transcriber went to minnesota more than a microsecond ago., The transcriber went to minnesota more than a week ago,False,htemporal
4946,The grave digger went to california more than a microsecond ago., The grave digger went to california more than a hour ago,False,htemporal
4947,The gas mechanic went to california more than a microsecond ago., The gas mechanic went to california more than a minute ago,False,htemporal
4948,The map mounter went to massachusetts more than a microsecond ago., The map mounter went to massachusetts more than a minute ago,False,htemporal
4949,The balloonist went to connecticut more than a microsecond ago., The balloonist went to connecticut more than a second ago,False,htemporal
4950,The car delivery driver went to missouri more than a microsecond ago., The car delivery driver went to missouri more than a second ago,False,htemporal
4951,The history teacher went to connecticut more than a microsecond ago., The history teacher went to connecticut more than a second ago,False,htemporal
4952,The art historian went to montana more than a millisecond ago., The art historian went to montana more than a year ago,False,htemporal
4953,The statistician went to alaska more than a millisecond ago., The statistician went to alaska more than a year ago,False,htemporal
4954,The it manager went to california more than a millisecond ago., The it manager went to california more than a week ago,False,htemporal
4955,The nurseryman went to montana more than a microsecond ago., The nurseryman went to montana more than a year ago,False,htemporal
4956,The gilder went to hong kong more than a microsecond ago., The gilder went to hong kong more than a week ago,False,htemporal
4957,The pallet maker went to arizona more than a microsecond ago., The pallet maker went to arizona more than a week ago,False,htemporal
4958,The typist went to alaska more than a microsecond ago., The typist went to alaska more than a hour ago,False,htemporal
4959,The lawyer went to alabama more than a microsecond ago., The lawyer went to alabama more than a minute ago,False,htemporal
4960,The payroll manager went to illinois more than a microsecond ago., The payroll manager went to illinois more than a millisecond ago,False,htemporal
4961,The arts went to hong kong more than a microsecond ago., The arts went to hong kong more than a year ago,False,htemporal
4962,The astronomer went to idaho more than a microsecond ago., The astronomer went to idaho more than a year ago,False,htemporal
4963,The operative went to michigan more than a microsecond ago., The operative went to michigan more than a year ago,False,htemporal
4964,The archaeologist went to idaho more than a microsecond ago., The archaeologist went to idaho more than a hour ago,False,htemporal
4965,The ceiling contractor went to nevada more than a second ago., The ceiling contractor went to nevada more than a year ago,False,htemporal
4966,The palaeontologist went to nebraska more than a second ago., The palaeontologist went to nebraska more than a week ago,False,htemporal
4967,The illustrator went to minnesota more than a second ago., The illustrator went to minnesota more than a hour ago,False,htemporal
4968,The procurator fiscal went to connecticut more than a second ago., The procurator fiscal went to connecticut more than a hour ago,False,htemporal
4969,The air traffic controller went to massachusetts more than a millisecond ago., The air traffic controller went to massachusetts more than a year ago,False,htemporal
4970,The wine merchant went to alaska more than a millisecond ago., The wine merchant went to alaska more than a hour ago,False,htemporal
4971,The stage manager went to missouri more than a millisecond ago., The stage manager went to missouri more than a second ago,False,htemporal
4972,The labourer went to paris more than a microsecond ago., The labourer went to paris more than a year ago,False,htemporal
4973,The radio operator went to nevada more than a microsecond ago., The radio operator went to nevada more than a hour ago,False,htemporal
4974,The sales support went to missouri more than a microsecond ago., The sales support went to missouri more than a hour ago,False,htemporal
4975,The thermal insulator went to kentucky more than a microsecond ago., The thermal insulator went to kentucky more than a hour ago,False,htemporal
4976,The purchase ledger clerk went to hawaii more than a microsecond ago., The purchase ledger clerk went to hawaii more than a second ago,False,htemporal
4977,The cleric went to mississippi more than a microsecond ago., The cleric went to mississippi more than a millisecond ago,False,htemporal
4978,The security guard went to michigan more than a microsecond ago., The security guard went to michigan more than a year ago,False,htemporal
4979,The building inspector went to louisiana more than a microsecond ago., The building inspector went to louisiana more than a week ago,False,htemporal
4980,The map mounter went to london more than a microsecond ago., The map mounter went to london more than a hour ago,False,htemporal
4981,The rent offcer went to michigan more than a microsecond ago., The rent offcer went to michigan more than a hour ago,False,htemporal
4982,The lampshade maker went to michigan more than a microsecond ago., The lampshade maker went to michigan more than a second ago,False,htemporal
4983,The acupuncturist went to san francisco more than a millisecond ago., The acupuncturist went to san francisco more than a year ago,False,htemporal
4984,The violin maker went to florida more than a millisecond ago., The violin maker went to florida more than a hour ago,False,htemporal
4985,The aircraft engineer went to new york more than a microsecond ago., The aircraft engineer went to new york more than a year ago,False,htemporal
4986,The ledger clerk went to paris more than a microsecond ago., The ledger clerk went to paris more than a year ago,False,htemporal
4987,The ornithologist went to georgia more than a microsecond ago., The ornithologist went to georgia more than a year ago,False,htemporal
4988,The partition erector went to idaho more than a microsecond ago., The partition erector went to idaho more than a year ago,False,htemporal
4989,The warden went to kansas more than a microsecond ago., The warden went to kansas more than a hour ago,False,htemporal
4990,The special needs went to maryland more than a microsecond ago., The special needs went to maryland more than a millisecond ago,False,htemporal
4991,The youth worker went to alabama more than a microsecond ago., The youth worker went to alabama more than a year ago,False,htemporal
4992,The typewriter engineer went to hong kong more than a microsecond ago., The typewriter engineer went to hong kong more than a hour ago,False,htemporal
4993,The tutor went to indiana more than a minute ago., The tutor went to indiana more than a week ago,False,htemporal
4994,The ledger clerk went to arizona more than a second ago., The ledger clerk went to arizona more than a year ago,False,htemporal
4995,The nuclear scientist went to hong kong more than a second ago., The nuclear scientist went to hong kong more than a year ago,False,htemporal
4996,The scrap dealer went to london more than a second ago., The scrap dealer went to london more than a year ago,False,htemporal
4997,The sign maker went to california more than a second ago., The sign maker went to california more than a minute ago,False,htemporal
4998,The assessor went to colorado more than a millisecond ago., The assessor went to colorado more than a year ago,False,htemporal
4999,The inspector went to hawaii more than a millisecond ago., The inspector went to hawaii more than a year ago,False,htemporal
5000,The actor went to iowa more than a millisecond ago., The actor went to iowa more than a week ago,False,htemporal
5001,The audiologist went to nevada more than a millisecond ago., The audiologist went to nevada more than a week ago,False,htemporal
5002,The landlord went to florida more than a millisecond ago., The landlord went to florida more than a week ago,False,htemporal
5003,The minibus driver went to chicago more than a millisecond ago., The minibus driver went to chicago more than a week ago,False,htemporal
5004,The bailiff went to paris more than a millisecond ago., The bailiff went to paris more than a minute ago,False,htemporal
5005,The childminder went to arizona more than a millisecond ago., The childminder went to arizona more than a second ago,False,htemporal
5006,The training instructor went to connecticut more than a microsecond ago., The training instructor went to connecticut more than a year ago,False,htemporal
5007,The grave digger went to san francisco more than a microsecond ago., The grave digger went to san francisco more than a week ago,False,htemporal
5008,The procurator fiscal went to louisiana more than a microsecond ago., The procurator fiscal went to louisiana more than a minute ago,False,htemporal
5009,The works manager went to delaware more than a microsecond ago., The works manager went to delaware more than a minute ago,False,htemporal
5010,The fruiterer went to nebraska more than a microsecond ago., The fruiterer went to nebraska more than a millisecond ago,False,htemporal
5011,The gamekeeper went to minnesota more than a microsecond ago., The gamekeeper went to minnesota more than a year ago,False,htemporal
5012,The nuclear scientist went to arizona more than a microsecond ago., The nuclear scientist went to arizona more than a year ago,False,htemporal
5013,The nun went to arizona more than a microsecond ago., The nun went to arizona more than a year ago,False,htemporal
5014,The welfare officer went to nebraska more than a microsecond ago., The welfare officer went to nebraska more than a year ago,False,htemporal
5015,The clairvoyant went to florida more than a microsecond ago., The clairvoyant went to florida more than a week ago,False,htemporal
5016,The cinema manager went to missouri more than a microsecond ago., The cinema manager went to missouri more than a minute ago,False,htemporal
5017,The porter went to missouri more than a microsecond ago., The porter went to missouri more than a minute ago,False,htemporal
5018,The betting shop went to hawaii more than a millisecond ago., The betting shop went to hawaii more than a week ago,False,htemporal
5019,The lighthouse keeper went to michigan more than a millisecond ago., The lighthouse keeper went to michigan more than a week ago,False,htemporal
5020,The merchant went to san francisco more than a millisecond ago., The merchant went to san francisco more than a week ago,False,htemporal
5021,The palaeontologist went to arkansas more than a microsecond ago., The palaeontologist went to arkansas more than a minute ago,False,htemporal
5022,The technical director went to montana more than a microsecond ago., The technical director went to montana more than a minute ago,False,htemporal
5023,The lighterman went to minnesota more than a microsecond ago., The lighterman went to minnesota more than a week ago,False,htemporal
5024,The slaughterman went to purdue university more than a microsecond ago., The slaughterman went to purdue university more than a week ago,False,htemporal
5025,The production planner went to maryland more than a second ago., The production planner went to maryland more than a year ago,False,htemporal
5026,The psychiatrist went to arkansas more than a second ago., The psychiatrist went to arkansas more than a year ago,False,htemporal
5027,The recreational went to minnesota more than a second ago., The recreational went to minnesota more than a year ago,False,htemporal
5028,The boat builder went to montana more than a second ago., The boat builder went to montana more than a week ago,False,htemporal
5029,The practice manager went to iowa more than a second ago., The practice manager went to iowa more than a week ago,False,htemporal
5030,The telegraphist went to missouri more than a millisecond ago., The telegraphist went to missouri more than a year ago,False,htemporal
5031,The planning technician went to california more than a millisecond ago., The planning technician went to california more than a week ago,False,htemporal
5032,The picture reseacher went to illinois more than a microsecond ago., The picture reseacher went to illinois more than a year ago,False,htemporal
5033,The furniture dealer went to georgia more than a microsecond ago., The furniture dealer went to georgia more than a millisecond ago,False,htemporal
5034,The word processing operator went to illinois more than a microsecond ago., The word processing operator went to illinois more than a millisecond ago,False,htemporal
5035,The neurologist went to delaware more than a microsecond ago., The neurologist went to delaware more than a year ago,False,htemporal
5036,The stonemason went to delaware more than a microsecond ago., The stonemason went to delaware more than a week ago,False,htemporal
5037,The astronomer went to michigan more than a millisecond ago., The astronomer went to michigan more than a week ago,False,htemporal
5038,The bakery assistant went to georgia more than a millisecond ago., The bakery assistant went to georgia more than a week ago,False,htemporal
5039,The lampshade maker went to nebraska more than a millisecond ago., The lampshade maker went to nebraska more than a week ago,False,htemporal
5040,The medical technician went to nebraska more than a millisecond ago., The medical technician went to nebraska more than a week ago,False,htemporal
5041,The tax advisor went to indiana more than a microsecond ago., The tax advisor went to indiana more than a millisecond ago,False,htemporal
5042,The hosiery worker went to hong kong more than a day ago., The hosiery worker went to hong kong more than a year ago,False,htemporal
5043,The master mariner went to arizona more than a hour ago., The master mariner went to arizona more than a year ago,False,htemporal
5044,The student went to illinois more than a hour ago., The student went to illinois more than a year ago,False,htemporal
5045,The window cleaner went to iowa more than a hour ago., The window cleaner went to iowa more than a year ago,False,htemporal
5046,The soldier went to hawaii more than a hour ago., The soldier went to hawaii more than a day ago,False,htemporal
5047,The traffic warden went to florida more than a hour ago., The traffic warden went to florida more than a day ago,False,htemporal
5048,The journalist went to chicago more than a minute ago., The journalist went to chicago more than a year ago,False,htemporal
5049,The organiser went to kentucky more than a minute ago., The organiser went to kentucky more than a year ago,False,htemporal
5050,The palaeobotanist went to georgia more than a minute ago., The palaeobotanist went to georgia more than a day ago,False,htemporal
5051,The cameraman went to nevada more than a second ago., The cameraman went to nevada more than a year ago,False,htemporal
5052,The foster parent went to purdue university more than a second ago., The foster parent went to purdue university more than a hour ago,False,htemporal
5053,The cleaner went to nevada more than a second ago., The cleaner went to nevada more than a minute ago,False,htemporal
5054,The import consultant went to delaware more than a second ago., The import consultant went to delaware more than a minute ago,False,htemporal
5055,The scrap dealer went to alaska more than a millisecond ago., The scrap dealer went to alaska more than a year ago,False,htemporal
5056,The building manager went to maine more than a millisecond ago., The building manager went to maine more than a hour ago,False,htemporal
5057,The probation worker went to idaho more than a millisecond ago., The probation worker went to idaho more than a hour ago,False,htemporal
5058,The health visitor went to alaska more than a millisecond ago., The health visitor went to alaska more than a second ago,False,htemporal
5059,The auditor went to hawaii more than a microsecond ago., The auditor went to hawaii more than a hour ago,False,htemporal
5060,The furniture remover went to georgia more than a microsecond ago., The furniture remover went to georgia more than a hour ago,False,htemporal
5061,The playgroup leader went to massachusetts more than a microsecond ago., The playgroup leader went to massachusetts more than a hour ago,False,htemporal
5062,The museum assistant went to chicago more than a microsecond ago., The museum assistant went to chicago more than a minute ago,False,htemporal
5063,The rent offcer went to indiana more than a microsecond ago., The rent offcer went to indiana more than a second ago,False,htemporal
5064,The technician went to iowa more than a microsecond ago., The technician went to iowa more than a second ago,False,htemporal
5065,The supervisor went to nevada more than a microsecond ago., The supervisor went to nevada more than a millisecond ago,False,htemporal
5066,The plant operator went to alabama more than a microsecond ago., The plant operator went to alabama more than a year ago,False,htemporal
5067,The psychotherapist went to nebraska more than a microsecond ago., The psychotherapist went to nebraska more than a year ago,False,htemporal
5068,The tv editor went to paris more than a microsecond ago., The tv editor went to paris more than a year ago,False,htemporal
5069,The broadcaster went to california more than a microsecond ago., The broadcaster went to california more than a day ago,False,htemporal
5070,The turkey farmer went to hawaii more than a microsecond ago., The turkey farmer went to hawaii more than a day ago,False,htemporal
5071,The stone cutter went to alaska more than a microsecond ago., The stone cutter went to alaska more than a second ago,False,htemporal
5072,The nursing assistant went to purdue university more than a millisecond ago., The nursing assistant went to purdue university more than a year ago,False,htemporal
5073,The machine fitters went to connecticut more than a millisecond ago., The machine fitters went to connecticut more than a hour ago,False,htemporal
5074,The maintenance fitter went to missouri more than a millisecond ago., The maintenance fitter went to missouri more than a minute ago,False,htemporal
5075,The park keeper went to new york more than a microsecond ago., The park keeper went to new york more than a year ago,False,htemporal
5076,The tractor mechanic went to california more than a microsecond ago., The tractor mechanic went to california more than a year ago,False,htemporal
5077,The foreman went to indiana more than a microsecond ago., The foreman went to indiana more than a day ago,False,htemporal
5078,The stud hand went to minnesota more than a microsecond ago., The stud hand went to minnesota more than a day ago,False,htemporal
5079,The chef went to maryland more than a microsecond ago., The chef went to maryland more than a minute ago,False,htemporal
5080,The bailiff went to idaho more than a microsecond ago., The bailiff went to idaho more than a year ago,False,htemporal
5081,The waitress went to mississippi more than a microsecond ago., The waitress went to mississippi more than a year ago,False,htemporal
5082,The home economist went to kansas more than a microsecond ago., The home economist went to kansas more than a day ago,False,htemporal
5083,The transport clerk went to georgia more than a microsecond ago., The transport clerk went to georgia more than a day ago,False,htemporal
5084,The radio operator went to louisiana more than a microsecond ago., The radio operator went to louisiana more than a hour ago,False,htemporal
5085,The security officer went to montana more than a microsecond ago., The security officer went to montana more than a hour ago,False,htemporal
5086,The cabinet maker went to michigan more than a microsecond ago., The cabinet maker went to michigan more than a minute ago,False,htemporal
5087,The sound artist went to london more than a microsecond ago., The sound artist went to london more than a minute ago,False,htemporal
5088,The police officer went to indiana more than a second ago., The police officer went to indiana more than a day ago,False,htemporal
5089,The practice manager went to paris more than a second ago., The practice manager went to paris more than a day ago,False,htemporal
5090,The progress chaser went to arkansas more than a second ago., The progress chaser went to arkansas more than a day ago,False,htemporal
5091,The advertising assistant went to idaho more than a second ago., The advertising assistant went to idaho more than a hour ago,False,htemporal
5092,The horse trader went to indiana more than a second ago., The horse trader went to indiana more than a hour ago,False,htemporal
5093,The organist went to minnesota more than a second ago., The organist went to minnesota more than a hour ago,False,htemporal
5094,The prison officer went to iowa more than a millisecond ago., The prison officer went to iowa more than a year ago,False,htemporal
5095,The telex operator went to louisiana more than a millisecond ago., The telex operator went to louisiana more than a year ago,False,htemporal
5096,The teacher went to arkansas more than a millisecond ago., The teacher went to arkansas more than a day ago,False,htemporal
5097,The entertainer went to michigan more than a millisecond ago., The entertainer went to michigan more than a hour ago,False,htemporal
5098,The pig manager went to michigan more than a millisecond ago., The pig manager went to michigan more than a hour ago,False,htemporal
5099,The town planner went to nebraska more than a millisecond ago., The town planner went to nebraska more than a hour ago,False,htemporal
5100,The social worker went to connecticut more than a millisecond ago., The social worker went to connecticut more than a second ago,False,htemporal
5101,The skipper went to michigan more than a microsecond ago., The skipper went to michigan more than a year ago,False,htemporal
5102,The nursery worker went to london more than a microsecond ago., The nursery worker went to london more than a day ago,False,htemporal
5103,The land surveyor went to florida more than a microsecond ago., The land surveyor went to florida more than a second ago,False,htemporal
5104,The tax assistant went to minnesota more than a microsecond ago., The tax assistant went to minnesota more than a millisecond ago,False,htemporal
5105,The tailor went to purdue university more than a microsecond ago., The tailor went to purdue university more than a year ago,False,htemporal
5106,The assistant cook went to alaska more than a microsecond ago., The assistant cook went to alaska more than a day ago,False,htemporal
5107,The marine geologist went to maryland more than a microsecond ago., The marine geologist went to maryland more than a day ago,False,htemporal
5108,The yard manager went to nevada more than a microsecond ago., The yard manager went to nevada more than a day ago,False,htemporal
5109,The architect went to iowa more than a microsecond ago., The architect went to iowa more than a second ago,False,htemporal
5110,The partition erector went to missouri more than a millisecond ago., The partition erector went to missouri more than a year ago,False,htemporal
5111,The aircraft maintenance engineer went to georgia more than a millisecond ago., The aircraft maintenance engineer went to georgia more than a day ago,False,htemporal
5112,The health consultant went to illinois more than a millisecond ago., The health consultant went to illinois more than a day ago,False,htemporal
5113,The history teacher went to alabama more than a microsecond ago., The history teacher went to alabama more than a year ago,False,htemporal
5114,The fork lift truck driver went to maine more than a microsecond ago., The fork lift truck driver went to maine more than a hour ago,False,htemporal
5115,The car salesman went to hawaii more than a microsecond ago., The car salesman went to hawaii more than a millisecond ago,False,htemporal
5116,The motor racing went to nevada more than a microsecond ago., The motor racing went to nevada more than a millisecond ago,False,htemporal
5117,The wine merchant went to purdue university more than a second ago., The wine merchant went to purdue university more than a year ago,False,htemporal
5118,The polisher went to massachusetts more than a second ago., The polisher went to massachusetts more than a minute ago,False,htemporal
5119,The property valuer went to nevada more than a second ago., The property valuer went to nevada more than a minute ago,False,htemporal
5120,The probation worker went to indiana more than a millisecond ago., The probation worker went to indiana more than a minute ago,False,htemporal
5121,The tanner went to georgia more than a millisecond ago., The tanner went to georgia more than a second ago,False,htemporal
5122,The sales assistant went to san francisco more than a microsecond ago., The sales assistant went to san francisco more than a year ago,False,htemporal
5123,The sheriff principal went to san francisco more than a microsecond ago., The sheriff principal went to san francisco more than a day ago,False,htemporal
5124,The operative went to purdue university more than a microsecond ago., The operative went to purdue university more than a second ago,False,htemporal
5125,The fireman went to massachusetts more than a microsecond ago., The fireman went to massachusetts more than a millisecond ago,False,htemporal
5126,The shepherd went to idaho more than a microsecond ago., The shepherd went to idaho more than a year ago,False,htemporal
5127,The revenue clerk went to mississippi more than a microsecond ago., The revenue clerk went to mississippi more than a day ago,False,htemporal
5128,The smallholder went to montana more than a microsecond ago., The smallholder went to montana more than a minute ago,False,htemporal
5129,The instructor went to minnesota more than a millisecond ago., The instructor went to minnesota more than a year ago,False,htemporal
5130,The medical consultant went to arkansas more than a millisecond ago., The medical consultant went to arkansas more than a year ago,False,htemporal
5131,The probation officer went to nevada more than a millisecond ago., The probation officer went to nevada more than a year ago,False,htemporal
5132,The weaver went to michigan more than a millisecond ago., The weaver went to michigan more than a year ago,False,htemporal
5133,The cargo operator went to hawaii more than a microsecond ago., The cargo operator went to hawaii more than a day ago,False,htemporal
5134,The coroner went to montana more than a microsecond ago., The coroner went to montana more than a day ago,False,htemporal
5135,The marquee erector went to connecticut more than a microsecond ago., The marquee erector went to connecticut more than a minute ago,False,htemporal
5136,The car valet went to illinois more than a microsecond ago., The car valet went to illinois more than a millisecond ago,False,htemporal
5137,The carpet cleaner went to colorado more than a microsecond ago., The carpet cleaner went to colorado more than a millisecond ago,False,htemporal
5138,The sail maker went to maryland more than a microsecond ago., The sail maker went to maryland more than a millisecond ago,False,htemporal
5139,The applications engineer went to new york more than a microsecond ago., The applications engineer went to new york more than a year ago,False,htemporal
5140,The bingo caller went to chicago more than a microsecond ago., The bingo caller went to chicago more than a year ago,False,htemporal
5141,The telecommunication went to minnesota more than a microsecond ago., The telecommunication went to minnesota more than a year ago,False,htemporal
5142,The paint consultant went to hawaii more than a microsecond ago., The paint consultant went to hawaii more than a minute ago,False,htemporal
5143,The stage director went to missouri more than a microsecond ago., The stage director went to missouri more than a minute ago,False,htemporal
5144,The analytical chemist went to maryland more than a millisecond ago., The analytical chemist went to maryland more than a year ago,False,htemporal
5145,The office manager went to purdue university more than a millisecond ago., The office manager went to purdue university more than a year ago,False,htemporal
