('There is not a rock & roll album in colorado.', 'There is not a music album in colorado.', False)
('The tree surgeon only has a animal and a mantis.', 'The tree surgeon has two mantiss.', False)
('The patent agent only has a lifeform and a marten.', 'The patent agent has two martens.', False)
('The organist only has a eukaryote and a marten.', 'The organist has two martens.', False)
('The slaughterman only has a animal and a marten.', 'The slaughterman has two martens.', False)
('The quarry worker only has a lifeform and a meerkat.', 'The quarry worker has two meerkats.', False)
('The materials controller only has a eukaryote and a meerkat.', 'The materials controller has two meerkats.', False)
('The studio manager only has a animal and a meerkat.', 'The studio manager has two meerkats.', False)
('The maintenance fitter only has a lifeform and a mink.', 'The maintenance fitter has two minks.', False)
('The aircraft maintenance engineer only has a eukaryote and a mink.', 'The aircraft maintenance engineer has two minks.', False)
('The watchmaker only has a animal and a mink.', 'The watchmaker has two minks.', False)
('The hgv driver only has a lifeform and a mole.', 'The hgv driver has two moles.', False)
('The car dealer only has a eukaryote and a mole.', 'The car dealer has two moles.', False)
('The promoter only has a animal and a mole.', 'The promoter has two moles.', False)
('The planning technician only has a lifeform and a mongoose.', 'The planning technician has two mongooses.', False)
('The home economist only has a eukaryote and a mongoose.', 'The home economist has two mongooses.', False)
('The theatre manager only has a animal and a mongoose.', 'The theatre manager has two mongooses.', False)
('The lighting designer only has a lifeform and a monkey.', 'The lighting designer has two monkeys.', False)
('The rig worker only has a eukaryote and a monkey.', 'The rig worker has two monkeys.', False)
('The interviewer only has a animal and a monkey.', 'The interviewer has two monkeys.', False)
('The property developer only has a lifeform and a moose.', 'The property developer has two mooses.', False)
('The loss adjustor only has a eukaryote and a moose.', 'The loss adjustor has two mooses.', False)
('The parts manager only has a animal and a moose.', 'The parts manager has two mooses.', False)
('The landworker only has a lifeform and a mosquito.', 'The landworker has two mosquitos.', False)
('The joiner only has a eukaryote and a mosquito.', 'The joiner has two mosquitos.', False)
('The rally driver only has a animal and a mosquito.', 'The rally driver has two mosquitos.', False)
('The linguist only has a lifeform and a mouse.', 'The linguist has two mouses.', False)
('The palaeobotanist only has a eukaryote and a mouse.', 'The palaeobotanist has two mouses.', False)
('The pipe layer only has a animal and a mouse.', 'The pipe layer has two mouses.', False)
('The lithographer only has a lifeform and a mule.', 'The lithographer has two mules.', False)
('The classroom aide only has a eukaryote and a mule.', 'The classroom aide has two mules.', False)
('The promoter only has a animal and a mule.', 'The promoter has two mules.', False)
('The pallet maker only has a lifeform and a narwhal.', 'The pallet maker has two narwhals.', False)
('The medal dealer only has a eukaryote and a narwhal.', 'The medal dealer has two narwhals.', False)
('The cabinet maker only has a animal and a narwhal.', 'The cabinet maker has two narwhals.', False)
('The tax manager only has a lifeform and a newt.', 'The tax manager has two newts.', False)
('The shunter only has a eukaryote and a newt.', 'The shunter has two newts.', False)
('The pipe insulator only has a animal and a newt.', 'The pipe insulator has two newts.', False)
('The milkman only has a lifeform and a nightingale.', 'The milkman has two nightingales.', False)
('The log merchant only has a eukaryote and a nightingale.', 'The log merchant has two nightingales.', False)
('The vehicle assessor only has a animal and a nightingale.', 'The vehicle assessor has two nightingales.', False)
('The toll collector only has a lifeform and a octopus.', 'The toll collector has two octopuss.', False)
('The health consultant only has a eukaryote and a octopus.', 'The health consultant has two octopuss.', False)
('The secretary only has a animal and a octopus.', 'The secretary has two octopuss.', False)
('The administration clerk only has a lifeform and a okapi.', 'The administration clerk has two okapis.', False)
('The car dealer only has a eukaryote and a okapi.', 'The car dealer has two okapis.', False)
('The prison chaplain only has a animal and a okapi.', 'The prison chaplain has two okapis.', False)
('The manicurist only has a lifeform and a opossum.', 'The manicurist has two opossums.', False)
('The arbitrator only has a eukaryote and a opossum.', 'The arbitrator has two opossums.', False)
('The interior decorator only has a animal and a opossum.', 'The interior decorator has two opossums.', False)
('The health consultant only has a lifeform and a oryx.', 'The health consultant has two oryxs.', False)
('The civil engineer only has a eukaryote and a oryx.', 'The civil engineer has two oryxs.', False)
('The golfer only has a animal and a oryx.', 'The golfer has two oryxs.', False)
('The office manager only has a lifeform and a ostrich.', 'The office manager has two ostrichs.', False)
('The security consultant only has a eukaryote and a ostrich.', 'The security consultant has two ostrichs.', False)
('The tax inspector only has a animal and a ostrich.', 'The tax inspector has two ostrichs.', False)
('The warehousewoman only has a lifeform and a otter.', 'The warehousewoman has two otters.', False)
('The night watchman only has a eukaryote and a otter.', 'The night watchman has two otters.', False)
('The botanist only has a animal and a otter.', 'The botanist has two otters.', False)
('The aerobic instructor only has a lifeform and a owl.', 'The aerobic instructor has two owls.', False)
('The circus worker only has a eukaryote and a owl.', 'The circus worker has two owls.', False)
('The security officer only has a animal and a owl.', 'The security officer has two owls.', False)
('The polisher only has a lifeform and a oyster.', 'The polisher has two oysters.', False)
('The stone cutter only has a eukaryote and a oyster.', 'The stone cutter has two oysters.', False)
('The cashier only has a animal and a oyster.', 'The cashier has two oysters.', False)
('The patrolman only has a lifeform and a panther.', 'The patrolman has two panthers.', False)
('The health therapist only has a eukaryote and a panther.', 'The health therapist has two panthers.', False)
('The boat builder only has a animal and a panther.', 'The boat builder has two panthers.', False)
('The optician only has a lifeform and a parrot.', 'The optician has two parrots.', False)
('The windscreen fitter only has a eukaryote and a parrot.', 'The windscreen fitter has two parrots.', False)
('The funeral director only has a animal and a parrot.', 'The funeral director has two parrots.', False)
('The tax manager only has a lifeform and a partridge.', 'The tax manager has two partridges.', False)
('The librarian only has a eukaryote and a partridge.', 'The librarian has two partridges.', False)
('The student teacher only has a animal and a partridge.', 'The student teacher has two partridges.', False)
('The cellarman only has a lifeform and a peafowl.', 'The cellarman has two peafowls.', False)
('The letting agent only has a eukaryote and a peafowl.', 'The letting agent has two peafowls.', False)
('The messenger only has a animal and a peafowl.', 'The messenger has two peafowls.', False)
('The guest house proprietor only has a lifeform and a pelican.', 'The guest house proprietor has two pelicans.', False)
('The carpenter only has a eukaryote and a pelican.', 'The carpenter has two pelicans.', False)
('The systems engineer only has a animal and a pelican.', 'The systems engineer has two pelicans.', False)
('The lecturer only has a lifeform and a penguin.', 'The lecturer has two penguins.', False)
('The importer only has a eukaryote and a penguin.', 'The importer has two penguins.', False)
('The chandler only has a animal and a penguin.', 'The chandler has two penguins.', False)
('The meat wholesaler only has a lifeform and a pheasant.', 'The meat wholesaler has two pheasants.', False)
('The counsellor only has a eukaryote and a pheasant.', 'The counsellor has two pheasants.', False)
('The chemist only has a animal and a pheasant.', 'The chemist has two pheasants.', False)
('The marketing director only has a lifeform and a pig.', 'The marketing director has two pigs.', False)
('The production manager only has a eukaryote and a pig.', 'The production manager has two pigs.', False)
('The product installer only has a animal and a pig.', 'The product installer has two pigs.', False)
('The airport manager only has a lifeform and a pigeon.', 'The airport manager has two pigeons.', False)
('The instrument engineer only has a eukaryote and a pigeon.', 'The instrument engineer has two pigeons.', False)
('The architect only has a animal and a pigeon.', 'The architect has two pigeons.', False)
('The barrister only has a lifeform and a pony.', 'The barrister has two ponys.', False)
('The wood worker only has a eukaryote and a pony.', 'The wood worker has two ponys.', False)
('The lampshade maker only has a animal and a pony.', 'The lampshade maker has two ponys.', False)
('The building surveyor only has a lifeform and a porcupine.', 'The building surveyor has two porcupines.', False)
('The storeman only has a eukaryote and a porcupine.', 'The storeman has two porcupines.', False)
('The interior decorator only has a animal and a porcupine.', 'The interior decorator has two porcupines.', False)
('The garda only has a lifeform and a porpoise.', 'The garda has two porpoises.', False)
('The scientific officer only has a eukaryote and a porpoise.', 'The scientific officer has two porpoises.', False)
('The optometrist only has a animal and a porpoise.', 'The optometrist has two porpoises.', False)
('The shoe maker only has a lifeform and a quail.', 'The shoe maker has two quails.', False)
('The labelling operator only has a eukaryote and a quail.', 'The labelling operator has two quails.', False)
('The journalist only has a animal and a quail.', 'The journalist has two quails.', False)
('The linguist only has a lifeform and a quetzal.', 'The linguist has two quetzals.', False)
('The piano tuner only has a eukaryote and a quetzal.', 'The piano tuner has two quetzals.', False)
('The lighthouse keeper only has a animal and a quetzal.', 'The lighthouse keeper has two quetzals.', False)
('The carpet fitter only has a lifeform and a rabbit.', 'The carpet fitter has two rabbits.', False)
('The marine surveyor only has a eukaryote and a rabbit.', 'The marine surveyor has two rabbits.', False)
('The toll collector only has a animal and a rabbit.', 'The toll collector has two rabbits.', False)
('The boat builder only has a lifeform and a raccoon.', 'The boat builder has two raccoons.', False)
('The hotel consultant only has a eukaryote and a raccoon.', 'The hotel consultant has two raccoons.', False)
('The matron only has a animal and a raccoon.', 'The matron has two raccoons.', False)
('The driver only has a lifeform and a rail.', 'The driver has two rails.', False)
('The scaffolder only has a eukaryote and a rail.', 'The scaffolder has two rails.', False)
('The welfare assistant only has a animal and a rail.', 'The welfare assistant has two rails.', False)
('The merchant only has a lifeform and a ram.', 'The merchant has two rams.', False)
('The rug maker only has a eukaryote and a ram.', 'The rug maker has two rams.', False)
('The train driver only has a animal and a ram.', 'The train driver has two rams.', False)
('The merchant banker only has a lifeform and a rat.', 'The merchant banker has two rats.', False)
('The joiner only has a eukaryote and a rat.', 'The joiner has two rats.', False)
('The bus driver only has a animal and a rat.', 'The bus driver has two rats.', False)
('The shipyard worker only has a lifeform and a raven.', 'The shipyard worker has two ravens.', False)
('The magistrate only has a eukaryote and a raven.', 'The magistrate has two ravens.', False)
('The matron only has a animal and a raven.', 'The matron has two ravens.', False)
('The botanist only has a lifeform and a red deer.', 'The botanist has two red deers.', False)
('The stocktaker only has a eukaryote and a red deer.', 'The stocktaker has two red deers.', False)
('The cleric only has a animal and a red deer.', 'The cleric has two red deers.', False)
('The teachers assistant only has a lifeform and a red panda.', 'The teachers assistant has two red pandas.', False)
('The geologist only has a eukaryote and a red panda.', 'The geologist has two red pandas.', False)
('The it manager only has a animal and a red panda.', 'The it manager has two red pandas.', False)
('The turkey farmer only has a lifeform and a reindeer.', 'The turkey farmer has two reindeers.', False)
('The progress clerk only has a eukaryote and a reindeer.', 'The progress clerk has two reindeers.', False)
('The mill operator only has a animal and a reindeer.', 'The mill operator has two reindeers.', False)
('The bakery assistant only has a lifeform and a rhinoceros.', 'The bakery assistant has two rhinoceross.', False)
('The leather worker only has a eukaryote and a rhinoceros.', 'The leather worker has two rhinoceross.', False)
('The audit clerk only has a animal and a rhinoceros.', 'The audit clerk has two rhinoceross.', False)
('The opera singer only has a lifeform and a rook.', 'The opera singer has two rooks.', False)
('The book binder only has a eukaryote and a rook.', 'The book binder has two rooks.', False)
('The massage therapist only has a animal and a rook.', 'The massage therapist has two rooks.', False)
('The meteorologist only has a lifeform and a salamander.', 'The meteorologist has two salamanders.', False)
('The florist only has a eukaryote and a salamander.', 'The florist has two salamanders.', False)
('The immigration officer only has a animal and a salamander.', 'The immigration officer has two salamanders.', False)
('The optical only has a lifeform and a salmon.', 'The optical has two salmons.', False)
('The granite technician only has a eukaryote and a salmon.', 'The granite technician has two salmons.', False)
('The telephonist only has a animal and a salmon.', 'The telephonist has two salmons.', False)
('The artexer only has a lifeform and a sand dollar.', 'The artexer has two sand dollars.', False)
('The philatelist only has a eukaryote and a sand dollar.', 'The philatelist has two sand dollars.', False)
('The choreographer only has a animal and a sand dollar.', 'The choreographer has two sand dollars.', False)
('The night watchman only has a lifeform and a sandpiper.', 'The night watchman has two sandpipers.', False)
('The sound engineer only has a eukaryote and a sandpiper.', 'The sound engineer has two sandpipers.', False)
('The minicab driver only has a animal and a sandpiper.', 'The minicab driver has two sandpipers.', False)
('The messenger only has a lifeform and a sardine.', 'The messenger has two sardines.', False)
('The cable contractor only has a eukaryote and a sardine.', 'The cable contractor has two sardines.', False)
('The legal assistant only has a animal and a sardine.', 'The legal assistant has two sardines.', False)
('The machine minder only has a lifeform and a scorpion.', 'The machine minder has two scorpions.', False)
('The steward only has a eukaryote and a scorpion.', 'The steward has two scorpions.', False)
('The anaesthetist only has a animal and a scorpion.', 'The anaesthetist has two scorpions.', False)
('The patent agent only has a lifeform and a seahorse.', 'The patent agent has two seahorses.', False)
('The radiographer only has a eukaryote and a seahorse.', 'The radiographer has two seahorses.', False)
('The professional boxer only has a animal and a seahorse.', 'The professional boxer has two seahorses.', False)
('The portfolio manager only has a lifeform and a seal.', 'The portfolio manager has two seals.', False)
('The special needs only has a eukaryote and a seal.', 'The special needs has two seals.', False)
('The scrap dealer only has a animal and a seal.', 'The scrap dealer has two seals.', False)
('The actor only has a lifeform and a shark.', 'The actor has two sharks.', False)
('The barber only has a eukaryote and a shark.', 'The barber has two sharks.', False)
('The ambulance controller only has a animal and a shark.', 'The ambulance controller has two sharks.', False)
('The greengrocer only has a lifeform and a sheep.', 'The greengrocer has two sheeps.', False)
('The boat builder only has a eukaryote and a sheep.', 'The boat builder has two sheeps.', False)
('The receptionist only has a animal and a sheep.', 'The receptionist has two sheeps.', False)
('The aircraft maintenance engineer only has a lifeform and a shrew.', 'The aircraft maintenance engineer has two shrews.', False)
('The florist only has a eukaryote and a shrew.', 'The florist has two shrews.', False)
('The radio producer only has a animal and a shrew.', 'The radio producer has two shrews.', False)
('The software consultant only has a lifeform and a skunk.', 'The software consultant has two skunks.', False)
('The investment strategist only has a eukaryote and a skunk.', 'The investment strategist has two skunks.', False)
('The premises only has a animal and a skunk.', 'The premises has two skunks.', False)
('The verger only has a lifeform and a snail.', 'The verger has two snails.', False)
('The windscreen fitter only has a eukaryote and a snail.', 'The windscreen fitter has two snails.', False)
('The engineer only has a animal and a snail.', 'The engineer has two snails.', False)
('The picture editor only has a lifeform and a snake.', 'The picture editor has two snakes.', False)
('The magistrate only has a eukaryote and a snake.', 'The magistrate has two snakes.', False)
('The furnace man only has a animal and a snake.', 'The furnace man has two snakes.', False)
('The minicab driver only has a lifeform and a sparrow.', 'The minicab driver has two sparrows.', False)
('The gas mechanic only has a eukaryote and a sparrow.', 'The gas mechanic has two sparrows.', False)
('The golf caddy only has a animal and a sparrow.', 'The golf caddy has two sparrows.', False)
('The rigger only has a lifeform and a spider.', 'The rigger has two spiders.', False)
('The building inspector only has a eukaryote and a spider.', 'The building inspector has two spiders.', False)
('The transport consultant only has a animal and a spider.', 'The transport consultant has two spiders.', False)
('The post sorter only has a lifeform and a squid.', 'The post sorter has two squids.', False)
('The accountant only has a eukaryote and a squid.', 'The accountant has two squids.', False)
('The sportswoman only has a animal and a squid.', 'The sportswoman has two squids.', False)
('The meter reader only has a lifeform and a squirrel.', 'The meter reader has two squirrels.', False)
('The home economist only has a eukaryote and a squirrel.', 'The home economist has two squirrels.', False)
('The nurse only has a animal and a squirrel.', 'The nurse has two squirrels.', False)
('The surgeon only has a lifeform and a starling.', 'The surgeon has two starlings.', False)
('The postwoman only has a eukaryote and a starling.', 'The postwoman has two starlings.', False)
('The industrial consultant only has a animal and a starling.', 'The industrial consultant has two starlings.', False)
('The planning engineer only has a lifeform and a stingray.', 'The planning engineer has two stingrays.', False)
('The home economist only has a eukaryote and a stingray.', 'The home economist has two stingrays.', False)
('The taxi controller only has a animal and a stingray.', 'The taxi controller has two stingrays.', False)
('The machine tool fitter only has a lifeform and a stinkbug.', 'The machine tool fitter has two stinkbugs.', False)
('The printer only has a eukaryote and a stinkbug.', 'The printer has two stinkbugs.', False)
('The patent agent only has a animal and a stinkbug.', 'The patent agent has two stinkbugs.', False)
('The script writer only has a lifeform and a stork.', 'The script writer has two storks.', False)
('The timber worker only has a eukaryote and a stork.', 'The timber worker has two storks.', False)
('The restaurateur only has a animal and a stork.', 'The restaurateur has two storks.', False)
('The tractor driver only has a lifeform and a swallow.', 'The tractor driver has two swallows.', False)
('The shoe maker only has a eukaryote and a swallow.', 'The shoe maker has two swallows.', False)
('The roadworker only has a animal and a swallow.', 'The roadworker has two swallows.', False)
('The locksmith only has a lifeform and a swan.', 'The locksmith has two swans.', False)
('The veterinary surgeon only has a eukaryote and a swan.', 'The veterinary surgeon has two swans.', False)
('The marble mason only has a animal and a swan.', 'The marble mason has two swans.', False)
('The warehouseman only has a lifeform and a tapir.', 'The warehouseman has two tapirs.', False)
('The plasterer only has a eukaryote and a tapir.', 'The plasterer has two tapirs.', False)
('The pathologist only has a animal and a tapir.', 'The pathologist has two tapirs.', False)
('The civil engineer only has a lifeform and a tarsier.', 'The civil engineer has two tarsiers.', False)
('The analyst only has a eukaryote and a tarsier.', 'The analyst has two tarsiers.', False)
('The judge only has a animal and a tarsier.', 'The judge has two tarsiers.', False)
('The organiser only has a lifeform and a termite.', 'The organiser has two termites.', False)
('The insurance consultant only has a eukaryote and a termite.', 'The insurance consultant has two termites.', False)
('The trainee manager only has a animal and a termite.', 'The trainee manager has two termites.', False)
('The machine tool only has a lifeform and a tiger.', 'The machine tool has two tigers.', False)
('The restaurateur only has a eukaryote and a tiger.', 'The restaurateur has two tigers.', False)
('The marketing coordinator only has a animal and a tiger.', 'The marketing coordinator has two tigers.', False)
('The locum pharmacist only has a lifeform and a toad.', 'The locum pharmacist has two toads.', False)
('The property dealer only has a eukaryote and a toad.', 'The property dealer has two toads.', False)
('The airport controller only has a animal and a toad.', 'The airport controller has two toads.', False)
('The driver only has a lifeform and a trout.', 'The driver has two trouts.', False)
('The technical illustrator only has a eukaryote and a trout.', 'The technical illustrator has two trouts.', False)
('The professional wrestler only has a animal and a trout.', 'The professional wrestler has two trouts.', False)
('The restaurant manager only has a lifeform and a turkey.', 'The restaurant manager has two turkeys.', False)
('The production planner only has a eukaryote and a turkey.', 'The production planner has two turkeys.', False)
('The tax officer only has a animal and a turkey.', 'The tax officer has two turkeys.', False)
('The haulage contractor only has a lifeform and a turtle.', 'The haulage contractor has two turtles.', False)
('The piano teacher only has a eukaryote and a turtle.', 'The piano teacher has two turtles.', False)
('The bricklayer only has a animal and a turtle.', 'The bricklayer has two turtles.', False)
('The marine surveyor only has a lifeform and a viper.', 'The marine surveyor has two vipers.', False)
('The probation officer only has a eukaryote and a viper.', 'The probation officer has two vipers.', False)
('The press setter only has a animal and a viper.', 'The press setter has two vipers.', False)
('The playgroup assistant only has a lifeform and a vulture.', 'The playgroup assistant has two vultures.', False)
('The medical physicist only has a eukaryote and a vulture.', 'The medical physicist has two vultures.', False)
('The scientist only has a animal and a vulture.', 'The scientist has two vultures.', False)
('The produce supervisor only has a lifeform and a wallaby.', 'The produce supervisor has two wallabys.', False)
('The town clerk only has a eukaryote and a wallaby.', 'The town clerk has two wallabys.', False)
('The clergyman only has a animal and a wallaby.', 'The clergyman has two wallabys.', False)
('The heating engineer only has a lifeform and a walrus.', 'The heating engineer has two walruss.', False)
('The lumberjack only has a eukaryote and a walrus.', 'The lumberjack has two walruss.', False)
('The messenger only has a animal and a walrus.', 'The messenger has two walruss.', False)
('The glazier only has a lifeform and a wasp.', 'The glazier has two wasps.', False)
('The sales administrator only has a eukaryote and a wasp.', 'The sales administrator has two wasps.', False)
('The optical advisor only has a animal and a wasp.', 'The optical advisor has two wasps.', False)
('The shop keeper only has a lifeform and a weasel.', 'The shop keeper has two weasels.', False)
('The merchant only has a eukaryote and a weasel.', 'The merchant has two weasels.', False)
('The butcher only has a animal and a weasel.', 'The butcher has two weasels.', False)
('The cabinet maker only has a lifeform and a whale.', 'The cabinet maker has two whales.', False)
('The licensing only has a eukaryote and a whale.', 'The licensing has two whales.', False)
('The actuary only has a animal and a whale.', 'The actuary has two whales.', False)
('The agent only has a lifeform and a wildcat.', 'The agent has two wildcats.', False)
('The tour guide only has a eukaryote and a wildcat.', 'The tour guide has two wildcats.', False)
('The mortician only has a animal and a wildcat.', 'The mortician has two wildcats.', False)
('The travel guide writer only has a lifeform and a wolf.', 'The travel guide writer has two wolfs.', False)
('The vicar only has a eukaryote and a wolf.', 'The vicar has two wolfs.', False)
('The training manager only has a animal and a wolf.', 'The training manager has two wolfs.', False)
('The scientist only has a lifeform and a wolverine.', 'The scientist has two wolverines.', False)
('The metallurgist only has a eukaryote and a wolverine.', 'The metallurgist has two wolverines.', False)
('The wages clerk only has a animal and a wolverine.', 'The wages clerk has two wolverines.', False)
('The tacker only has a lifeform and a wombat.', 'The tacker has two wombats.', False)
('The social worker only has a eukaryote and a wombat.', 'The social worker has two wombats.', False)
('The furnace man only has a animal and a wombat.', 'The furnace man has two wombats.', False)
('The van driver only has a lifeform and a woodcock.', 'The van driver has two woodcocks.', False)
('The garda only has a eukaryote and a woodcock.', 'The garda has two woodcocks.', False)
('The motor trader only has a animal and a woodcock.', 'The motor trader has two woodcocks.', False)
('The timber inspector only has a lifeform and a woodpecker.', 'The timber inspector has two woodpeckers.', False)
('The pattern weaver only has a eukaryote and a woodpecker.', 'The pattern weaver has two woodpeckers.', False)
('The studio manager only has a animal and a woodpecker.', 'The studio manager has two woodpeckers.', False)
('The geophysicist only has a lifeform and a worm.', 'The geophysicist has two worms.', False)
('The builders labourer only has a eukaryote and a worm.', 'The builders labourer has two worms.', False)
('The sound technician only has a animal and a worm.', 'The sound technician has two worms.', False)
('The forwarding agent only has a lifeform and a wren.', 'The forwarding agent has two wrens.', False)
('The smallholder only has a eukaryote and a wren.', 'The smallholder has two wrens.', False)
('The purser only has a animal and a wren.', 'The purser has two wrens.', False)
('The jazz composer only has a lifeform and a yak.', 'The jazz composer has two yaks.', False)
('The school inspector only has a eukaryote and a yak.', 'The school inspector has two yaks.', False)
('The song writer only has a animal and a yak.', 'The song writer has two yaks.', False)
('The roadworker only has a lifeform and a zebra.', 'The roadworker has two zebras.', False)
('The prison officer only has a eukaryote and a zebra.', 'The prison officer has two zebras.', False)
('The medical officer only has a animal and a zebra.', 'The medical officer has two zebras.', False)
('The gamekeeper only has a lifeform and a plant.', 'The gamekeeper has two plants.', False)
('The medical researcher only has a eukaryote and a plant.', 'The medical researcher has two plants.', False)
('The site engineer only has a lifeform and a tree.', 'The site engineer has two trees.', False)
('The booking clerk only has a eukaryote and a tree.', 'The booking clerk has two trees.', False)
('The upholsterer only has a plant and a tree.', 'The upholsterer has two trees.', False)
('The horse trainer only has a lifeform and a grass.', 'The horse trainer has two grasss.', False)
('The pipe fitter only has a eukaryote and a grass.', 'The pipe fitter has two grasss.', False)
('The metal worker only has a plant and a grass.', 'The metal worker has two grasss.', False)
('The matron only has a lifeform and a bush.', 'The matron has two bushs.', False)
('The bailiff only has a eukaryote and a bush.', 'The bailiff has two bushs.', False)
('The tachograph analyst only has a plant and a bush.', 'The tachograph analyst has two bushs.', False)
('The beauty therapist only has a lifeform and a moss.', 'The beauty therapist has two mosss.', False)
('The tv editor only has a eukaryote and a moss.', 'The tv editor has two mosss.', False)
('The lorry driver only has a plant and a moss.', 'The lorry driver has two mosss.', False)
('The purchasing assistant only has a lifeform and a fungus.', 'The purchasing assistant has two funguss.', False)
('The training consultant only has a eukaryote and a fungus.', 'The training consultant has two funguss.', False)
('The valve technician only has a lifeform and a protist.', 'The valve technician has two protists.', False)
('The building estimator only has a eukaryote and a protist.', 'The building estimator has two protists.', False)
('The quality inspector only has a lifeform and a bacteria.', 'The quality inspector has two bacterias.', False)
('The furrier only has a lifeform and a archaea.', 'The furrier has two archaeas.', False)
('There is a music album in indiana.', 'There is a rock & roll album in indiana.', False)
('There is a music album in alabama.', 'There is a classic rock album in alabama.', False)
('There is a rock & roll album in london.', 'There is a classic rock album in london.', False)
('There is a music album in paris.', 'There is a alternative rock album in paris.', False)
('There is a rock & roll album in indiana.', 'There is a alternative rock album in indiana.', False)
('There is a music album in colorado.', 'There is a instrumental rock album in colorado.', False)
('There is a rock & roll album in hawaii.', 'There is a instrumental rock album in hawaii.', False)
('There is a music album in california.', 'There is a space rock album in california.', False)
('There is a rock & roll album in mississippi.', 'There is a space rock album in mississippi.', False)
('There is a music album in minnesota.', 'There is a psychadelic rock album in minnesota.', False)
('There is a rock & roll album in kansas.', 'There is a psychadelic rock album in kansas.', False)
('There is a music album in alaska.', 'There is a hard rock album in alaska.', False)
('There is a rock & roll album in alaska.', 'There is a hard rock album in alaska.', False)
('There is a music album in louisiana.', 'There is a soft rock album in louisiana.', False)
('There is a rock & roll album in colorado.', 'There is a soft rock album in colorado.', False)
('There is a music album in florida.', 'There is a punk rock album in florida.', False)
('There is a rock & roll album in maryland.', 'There is a punk rock album in maryland.', False)
('There is a music album in hawaii.', 'There is a folk rock album in hawaii.', False)
('There is a rock & roll album in michigan.', 'There is a folk rock album in michigan.', False)
('There is a music album in purdue university.', 'There is a progressive rock album in purdue university.', False)
('There is a rock & roll album in paris.', 'There is a progressive rock album in paris.', False)
('There is a music album in arkansas.', 'There is a psychedelic rock album in arkansas.', False)
('There is a rock & roll album in london.', 'There is a psychedelic rock album in london.', False)
('There is a music album in indiana.', 'There is a symphonic rock album in indiana.', False)
('There is a rock & roll album in michigan.', 'There is a symphonic rock album in michigan.', False)
('There is a music album in arizona.', 'There is a blues album in arizona.', False)
('There is a music album in alaska.', 'There is a country album in alaska.', False)
('There is a music album in california.', 'There is a dance album in california.', False)
('There is a music album in nebraska.', 'There is a disco album in nebraska.', False)
('There is a music album in connecticut.', 'There is a funk album in connecticut.', False)
('There is a music album in georgia.', 'There is a grunge album in georgia.', False)
('There is a music album in missouri.', 'There is a hip-hop album in missouri.', False)
('There is a music album in kansas.', 'There is a jazz album in kansas.', False)
('There is a music album in illinois.', 'There is a metal album in illinois.', False)
('There is a music album in arkansas.', 'There is a death metal album in arkansas.', False)
('There is a metal album in mississippi.', 'There is a death metal album in mississippi.', False)
('There is a music album in indiana.', 'There is a heavy metal album in indiana.', False)
('There is a metal album in illinois.', 'There is a heavy metal album in illinois.', False)
('There is a music album in nevada.', 'There is a black metal album in nevada.', False)
('There is a metal album in purdue university.', 'There is a black metal album in purdue university.', False)
('There is a music album in minnesota.', 'There is a thrash metal album in minnesota.', False)
('There is a metal album in louisiana.', 'There is a thrash metal album in louisiana.', False)
('There is a music album in minnesota.', 'There is a proto-metal album in minnesota.', False)
('There is a metal album in kentucky.', 'There is a proto-metal album in kentucky.', False)
('There is a music album in arizona.', 'There is a new age album in arizona.', False)
('There is a music album in california.', 'There is a oldies album in california.', False)
('There is a music album in california.', 'There is a pop album in california.', False)
('There is a music album in chicago.', 'There is a r&b album in chicago.', False)
('There is a music album in illinois.', 'There is a rap album in illinois.', False)
('There is a music album in indiana.', 'There is a reggae album in indiana.', False)
('There is a music album in hawaii.', 'There is a techno album in hawaii.', False)
('There is a music album in missouri.', 'There is a ska album in missouri.', False)
('There is a music album in san francisco.', 'There is a classical album in san francisco.', False)
('There is a music album in illinois.', 'There is a instrumental album in illinois.', False)
('There is a music album in arizona.', 'There is a bass album in arizona.', False)
('There is a music album in iowa.', 'There is a soul album in iowa.', False)
('There is a music album in nevada.', 'There is a punk album in nevada.', False)
('There is a music album in arkansas.', 'There is a gothic album in arkansas.', False)
('There is a music album in louisiana.', 'There is a darkwave album in louisiana.', False)
('There is a music album in minnesota.', 'There is a electronic album in minnesota.', False)
('There is a music album in alaska.', 'There is a rave album in alaska.', False)
('There is a music album in massachusetts.', 'There is a showtunes album in massachusetts.', False)
('There is a music album in maryland.', 'There is a lo-fi album in maryland.', False)
('There is a music album in san francisco.', 'There is a polka album in san francisco.', False)
('There is a music album in nebraska.', 'There is a retro album in nebraska.', False)
('There is a music album in georgia.', 'There is a folk album in georgia.', False)
('There is a music album in california.', 'There is a bluegrass album in california.', False)
('There is a music album in florida.', 'There is a big band album in florida.', False)
('There is a music album in alabama.', 'There is a opera album in alabama.', False)
('There is a music album in massachusetts.', 'There is a symphony album in massachusetts.', False)
('There is a music album in paris.', 'There is a club music album in paris.', False)
('There is a music album in maine.', 'There is a tango album in maine.', False)
('There is a music album in nevada.', 'There is a samba album in nevada.', False)
('There is a music album in hong kong.', 'There is a ballad album in hong kong.', False)
('There is a music album in mississippi.', 'There is a acapella album in mississippi.', False)
('There is a music album in maine.', 'There is a salsa album in maine.', False)
('There is a music album in san francisco.', 'There is a jpop album in san francisco.', False)
('There is a music album in mississippi.', 'There is a synthpop album in mississippi.', False)
